Level 1,Measure Names,Adjust Ad?,Ads Manager Link,Campaign Mission,Campaign Preview Link,Measure Values
120236433620940313,% Found Attending Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,0.047277937
120236433620940313,People Baptized and Confirmed,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,3
120236433620940313,People Who Attended Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,33
120236433620940313,New People Being Taught,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,149
120236433620940313,Cost Per Facebook Lead,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,28.858547713
120236433620940313,Ad Leads,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,2120.384920635
120236433620940313,People Found,-,https://business.facebook.com/adsmanager/manage/ads?act=930733667354652&selected_campaign_ids=120236433577910313&selected_adset_ids=120236433580760313&selected_ad_ids=120236433620940313&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Washington Everett Mission,,698
120238222103720218,Forecasted Cost Per Baptism,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,12365.574129402
120238222103720218,Forecasted Baptisms,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,0.484813721
120238222103720218,Forecasted % Found Baptized,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,0.006379128
120238222103720218,% Found Baptized,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,0
120238222103720218,% Found Attending Sacrament,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,0.078947368
120238222103720218,People Baptized and Confirmed,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,0
120238222103720218,People Who Attended Sacrament,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,6
120238222103720218,New People Being Taught,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,19
120238222103720218,Cost Per Facebook Lead,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,26.008676790
120238222103720218,Ad Leads,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,230.5
120238222103720218,People Found,Grow,https://business.facebook.com/adsmanager/manage/ads?act=2690826994537559&selected_campaign_ids=120237860491540218&selected_adset_ids=120238222103700218&selected_ad_ids=120238222103720218&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,California San Jose Mission,,76
120242670013560116,Forecasted Cost Per Baptism,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,12063.308461846
120242670013560116,Forecasted Baptisms,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,0.415532772
120242670013560116,Forecasted % Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,0.006022214
120242670013560116,% Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,0
120242670013560116,% Found Attending Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,0.072463768
120242670013560116,People Baptized and Confirmed,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,0
120242670013560116,People Who Attended Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,5
120242670013560116,New People Being Taught,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,19
120242670013560116,Cost Per Facebook Lead,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,39.346153846
120242670013560116,Ad Leads,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,127.4
120242670013560116,People Found,-,https://business.facebook.com/adsmanager/manage/ads?act=969086184816615&selected_campaign_ids=120242670013850116&selected_adset_ids=120242670013990116&selected_ad_ids=120242670013560116&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Michigan Detroit Mission,,69
120245245557720524,Forecasted Cost Per Baptism,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,11589.115176171
120245245557720524,Forecasted Baptisms,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,1.271888740
120245245557720524,Forecasted % Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,0.007309705
120245245557720524,% Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,0
120245245557720524,% Found Attending Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,0.040229885
120245245557720524,People Baptized and Confirmed,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,0
120245245557720524,People Who Attended Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,7
120245245557720524,New People Being Taught,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,49
120245245557720524,Cost Per Facebook Lead,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,77.308221797
120245245557720524,Ad Leads,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,190.666202845
120245245557720524,People Found,-,https://business.facebook.com/adsmanager/manage/ads?act=2683631865285420&selected_campaign_ids=120245245557500524&selected_adset_ids=120245245557800524&selected_ad_ids=120245245557720524&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Tennessee Nashville Mission,,174
120241439590590019,Forecasted Cost Per Baptism,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,11479.522027863
120241439590590019,Forecasted Baptisms,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,1.685679940
120241439590590019,Forecasted % Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,0.006063597
120241439590590019,% Found Baptized,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,0
120241439590590019,% Found Attending Sacrament,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,0.035971223
120241439590590019,People Baptized and Confirmed,-,https://business.facebook.com/adsmanager/manage/ads?act=1557243931332340&selected_campaign_ids=120240753607360019&selected_adset_ids=120241439590650019&selected_ad_ids=120241439590590019&date=2026-01-01_2026-06-12&insight_date=2026-01-01_2026-06-12&comparison_date=2026-01-01_2026-06-12,Ohio Columbus Mission,,0
